dis_name,dis_description,dis_symptoms,dis_precaution,kfold,encoded_dis_name
heart attack,"The death of heart muscle due to the loss of blood supply. The loss of blood supply is usually caused by a complete blockage of a coronary artery, one of the arteries that supplies blood to the heart muscle.",  vomiting  breathlessness  sweating  chest pain,"['call ambulance', 'chew or swallow asprin', 'keep calm', '']",3.0,18
heart attack,"The death of heart muscle due to the loss of blood supply. The loss of blood supply is usually caused by a complete blockage of a coronary artery, one of the arteries that supplies blood to the heart muscle.",  breathlessness  sweating  chest pain,"['call ambulance', 'chew or swallow asprin', 'keep calm', '']",2.0,18
heart attack,"The death of heart muscle due to the loss of blood supply. The loss of blood supply is usually caused by a complete blockage of a coronary artery, one of the arteries that supplies blood to the heart muscle.",  vomiting  sweating  chest pain,"['call ambulance', 'chew or swallow asprin', 'keep calm', '']",4.0,18
heart attack,"The death of heart muscle due to the loss of blood supply. The loss of blood supply is usually caused by a complete blockage of a coronary artery, one of the arteries that supplies blood to the heart muscle.",  vomiting  breathlessness  chest pain,"['call ambulance', 'chew or swallow asprin', 'keep calm', '']",2.0,18
varicose veins,"A vein that has enlarged and twisted, often appearing as a bulging, blue blood vessel that is clearly visible through the skin. Varicose veins are most common in older adults, particularly women, and occur especially on the legs.",  fatigue  cramps  bruising  obesity  swollen legs  swollen blood vessels  prominent veins on calf,"['lie down flat and raise the leg high', 'use oinments', 'use vein compression', 'dont stand still for long']",5.0,40
varicose veins,"A vein that has enlarged and twisted, often appearing as a bulging, blue blood vessel that is clearly visible through the skin. Varicose veins are most common in older adults, particularly women, and occur especially on the legs.",  fatigue  cramps  bruising  obesity  swollen legs  swollen blood vessels  prominent veins on calf,"['lie down flat and raise the leg high', 'use oinments', 'use vein compression', 'dont stand still for long']",5.0,40
varicose veins,"A vein that has enlarged and twisted, often appearing as a bulging, blue blood vessel that is clearly visible through the skin. Varicose veins are most common in older adults, particularly women, and occur especially on the legs.",  cramps  bruising  obesity  swollen legs  swollen blood vessels  prominent veins on calf,"['lie down flat and raise the leg high', 'use oinments', 'use vein compression', 'dont stand still for long']",3.0,40
varicose veins,"A vein that has enlarged and twisted, often appearing as a bulging, blue blood vessel that is clearly visible through the skin. Varicose veins are most common in older adults, particularly women, and occur especially on the legs.",  fatigue  bruising  obesity  swollen legs  swollen blood vessels  prominent veins on calf,"['lie down flat and raise the leg high', 'use oinments', 'use vein compression', 'dont stand still for long']",3.0,40
varicose veins,"A vein that has enlarged and twisted, often appearing as a bulging, blue blood vessel that is clearly visible through the skin. Varicose veins are most common in older adults, particularly women, and occur especially on the legs.",  fatigue  cramps  obesity  swollen legs  swollen blood vessels  prominent veins on calf,"['lie down flat and raise the leg high', 'use oinments', 'use vein compression', 'dont stand still for long']",4.0,40
varicose veins,"A vein that has enlarged and twisted, often appearing as a bulging, blue blood vessel that is clearly visible through the skin. Varicose veins are most common in older adults, particularly women, and occur especially on the legs.",  fatigue  cramps  bruising  swollen legs  swollen blood vessels  prominent veins on calf,"['lie down flat and raise the leg high', 'use oinments', 'use vein compression', 'dont stand still for long']",2.0,40
varicose veins,"A vein that has enlarged and twisted, often appearing as a bulging, blue blood vessel that is clearly visible through the skin. Varicose veins are most common in older adults, particularly women, and occur especially on the legs.",  fatigue  cramps  bruising  obesity  swollen blood vessels  prominent veins on calf,"['lie down flat and raise the leg high', 'use oinments', 'use vein compression', 'dont stand still for long']",3.0,40
varicose veins,"A vein that has enlarged and twisted, often appearing as a bulging, blue blood vessel that is clearly visible through the skin. Varicose veins are most common in older adults, particularly women, and occur especially on the legs.",  fatigue  cramps  bruising  obesity  swollen legs  prominent veins on calf,"['lie down flat and raise the leg high', 'use oinments', 'use vein compression', 'dont stand still for long']",4.0,40
varicose veins,"A vein that has enlarged and twisted, often appearing as a bulging, blue blood vessel that is clearly visible through the skin. Varicose veins are most common in older adults, particularly women, and occur especially on the legs.",  fatigue  cramps  bruising  obesity  swollen legs  swollen blood vessels,"['lie down flat and raise the leg high', 'use oinments', 'use vein compression', 'dont stand still for long']",1.0,40
varicose veins,"A vein that has enlarged and twisted, often appearing as a bulging, blue blood vessel that is clearly visible through the skin. Varicose veins are most common in older adults, particularly women, and occur especially on the legs.",  fatigue  cramps  bruising  obesity  swollen legs  prominent veins on calf,"['lie down flat and raise the leg high', 'use oinments', 'use vein compression', 'dont stand still for long']",1.0,40
hypothyroidism,"Hypothyroidism, also called underactive thyroid or low thyroid, is a disorder of the endocrine system in which the thyroid gland does not produce enough thyroid hormone.",  fatigue  weight gain  cold hands and feets  mood swings  lethargy  dizziness  puffy face and eyes  enlarged thyroid  brittle nails  swollen extremeties  depression  irritability  abnormal menstruation,"['reduce stress', 'exercise', 'eat healthy', 'get proper sleep']",2.0,27
hypothyroidism,"Hypothyroidism, also called underactive thyroid or low thyroid, is a disorder of the endocrine system in which the thyroid gland does not produce enough thyroid hormone.",  fatigue  weight gain  cold hands and feets  mood swings  lethargy  dizziness  puffy face and eyes  enlarged thyroid  brittle nails  swollen extremeties  depression  irritability  abnormal menstruation,"['reduce stress', 'exercise', 'eat healthy', 'get proper sleep']",5.0,27
hypothyroidism,"Hypothyroidism, also called underactive thyroid or low thyroid, is a disorder of the endocrine system in which the thyroid gland does not produce enough thyroid hormone.",  weight gain  cold hands and feets  mood swings  lethargy  dizziness  puffy face and eyes  enlarged thyroid  brittle nails  swollen extremeties  depression  irritability  abnormal menstruation,"['reduce stress', 'exercise', 'eat healthy', 'get proper sleep']",2.0,27
hypothyroidism,"Hypothyroidism, also called underactive thyroid or low thyroid, is a disorder of the endocrine system in which the thyroid gland does not produce enough thyroid hormone.",  weight gain  cold hands and feets  mood swings  lethargy  dizziness  puffy face and eyes  enlarged thyroid  brittle nails  swollen extremeties  depression  irritability  abnormal menstruation,"['reduce stress', 'exercise', 'eat healthy', 'get proper sleep']",4.0,27
hypothyroidism,"Hypothyroidism, also called underactive thyroid or low thyroid, is a disorder of the endocrine system in which the thyroid gland does not produce enough thyroid hormone.",  fatigue  cold hands and feets  mood swings  lethargy  dizziness  puffy face and eyes  enlarged thyroid  brittle nails  swollen extremeties  depression  irritability  abnormal menstruation,"['reduce stress', 'exercise', 'eat healthy', 'get proper sleep']",5.0,27
hypothyroidism,"Hypothyroidism, also called underactive thyroid or low thyroid, is a disorder of the endocrine system in which the thyroid gland does not produce enough thyroid hormone.",  fatigue  weight gain  mood swings  lethargy  dizziness  puffy face and eyes  enlarged thyroid  brittle nails  swollen extremeties  depression  irritability  abnormal menstruation,"['reduce stress', 'exercise', 'eat healthy', 'get proper sleep']",5.0,27
hypothyroidism,"Hypothyroidism, also called underactive thyroid or low thyroid, is a disorder of the endocrine system in which the thyroid gland does not produce enough thyroid hormone.",  fatigue  weight gain  cold hands and feets  lethargy  dizziness  puffy face and eyes  enlarged thyroid  brittle nails  swollen extremeties  depression  irritability  abnormal menstruation,"['reduce stress', 'exercise', 'eat healthy', 'get proper sleep']",1.0,27
hypothyroidism,"Hypothyroidism, also called underactive thyroid or low thyroid, is a disorder of the endocrine system in which the thyroid gland does not produce enough thyroid hormone.",  fatigue  weight gain  cold hands and feets  mood swings  dizziness  puffy face and eyes  enlarged thyroid  brittle nails  swollen extremeties  depression  irritability  abnormal menstruation,"['reduce stress', 'exercise', 'eat healthy', 'get proper sleep']",1.0,27
hypothyroidism,"Hypothyroidism, also called underactive thyroid or low thyroid, is a disorder of the endocrine system in which the thyroid gland does not produce enough thyroid hormone.",  fatigue  weight gain  cold hands and feets  mood swings  lethargy  puffy face and eyes  enlarged thyroid  brittle nails  swollen extremeties  depression  irritability  abnormal menstruation,"['reduce stress', 'exercise', 'eat healthy', 'get proper sleep']",1.0,27
